State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,12/03/2026,9000,9000,9000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,12/03/2026,8000,8000,8000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai ) APMC","Amla(Nelli Kai)",Amla,Local,12/03/2026,8000,8000,8000
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Banana,Besrai,Local,12/03/2026,3500,4000,3750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1600,1800,1700
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Amaranthus,Amaranthus,Local,12/03/2026,800,1000,900
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Raddish,Raddish,Local,12/03/2026,3500,4000,3750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Drumstick,Drumstick,Local,12/03/2026,5500,6000,5750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC","Tender Coconut","Tender Coconut",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC","Amla(Nelli Kai)",Amla,Local,12/03/2026,5500,6000,5750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Mint(Pudina),Mint(Pudina),Local,12/03/2026,5500,6000,5750
"Madhya Pradesh",Chhatarpur,"Chhatarpur APMC",Wheat,"Mill Quality",Non-FAQ,12/03/2026,2300,2300,2300
"Madhya Pradesh",Mandla,"Mandla APMC",Wheat,"Mill Quality",Non-FAQ,12/03/2026,2000,2005,2005
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC","Mousambi(Sweet Lime)",Mousambi,Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,5500,6000,5750
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,12/03/2026,5500,6000,5750
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,12/03/2026,9000,10000,9500
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC","Tamarind Fruit","Tamarind Fruit",Local,12/03/2026,15000,17000,16000
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,12/03/2026,5500,6000,5750
"Tamil Nadu",Salem,"Ammapet(Uzhavar Sandhai ) APMC",Mashrooms,Mashrooms,Local,12/03/2026,21000,22000,21500
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,4000,4500,4250
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,800,1000,900
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,12/03/2026,6000,6500,6250
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Theni,"Periyakulam(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Vellore,"Thirupathur APMC",Cowpea(Veg),"Cowpea (Veg)",Local,12/03/2026,6000,6000,6000
"Tamil Nadu",Vellore,"Thirupathur APMC",Garlic,Garlic,Local,12/03/2026,17500,17500,17500
"Tamil Nadu",Vellore,"Thirupathur APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1500,1500,1500
"Tamil Nadu",Vellore,"Thirupathur APMC","Green Chilli","Green Chilly",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Thirupathur APMC",Ginger(Green),"Green Ginger",Local,12/03/2026,8000,8000,8000
"Tamil Nadu",Vellore,"Thirupathur APMC",Coconut,Coconut,Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Vellore,"Thirupathur APMC","Sweet Potato","Hosur Red",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Thirupathur APMC",Snakeguard,Snakeguard,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Thirupathur APMC",Beetroot,Beetroot,Local,12/03/2026,3500,3500,3500
"Tamil Nadu",Vellore,"Thirupathur APMC",Raddish,Raddish,Local,12/03/2026,2000,2000,2000
"Tamil Nadu",Vellore,"Thirupathur APMC","Amla(Nelli Kai)",Amla,Local,12/03/2026,6000,6000,6000
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Banana,Karpura,Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Dharmapuri,"Harur(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,12/03/2026,2500,3000,2750
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2500,2800,2650
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,7000,8000,7500
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,3000,3500,3250
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,2000,2500,2250
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,12/03/2026,1500,2000,1750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,12/03/2026,5500,6000,5750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,2500,3000,2750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,2500,3000,2750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,14000,15000,14500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2200,2500,2350
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,4200,4500,4350
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,12/03/2026,4400,4800,4600
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,12/03/2026,2000,2200,2100
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,4400,4800,4600
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,3200,3400,3300
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,12/03/2026,1200,1500,1350
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,1400,1600,1500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,12/03/2026,4200,4500,4350
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,12/03/2026,4400,4800,4600
"Tamil Nadu",Virudhunagar,"Srivilliputhur(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Srivilliputhur(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,5000,6000,5500
Odisha,Bargarh,"Attabira APMC",Cabbage,Cabbage,Local,12/03/2026,1300,1700,1500
"West Bengal","Paschim Bardhaman","Asansol APMC",Peas(Dry),Other,FAQ,12/03/2026,6450,6750,6550
"West Bengal","Paschim Bardhaman","Asansol APMC","Green Gram Dal(Moong Dal)","Green Gram Dal",FAQ,12/03/2026,11850,12100,12065
"West Bengal","Paschim Bardhaman","Asansol APMC","Masur Dal","Masur Dal",FAQ,12/03/2026,9665,9875,9825
"West Bengal","Paschim Bardhaman","Asansol APMC",Ginger(Green),Other,FAQ,12/03/2026,6500,6800,6650
"Himachal Pradesh",Kangra,"SMY Palampur",Pineapple,"Pine Apple",Medium,12/03/2026,5000,5200,5100
"Himachal Pradesh",Kangra,"SMY Palampur",Capsicum,Capsicum,FAQ,12/03/2026,4000,4200,4100
Rajasthan,Jalore,"Jalore APMC",Brinjal,Brinjal,Local,12/03/2026,500,800,600
Rajasthan,Jalore,"Jalore APMC",Beetroot,Other,Local,12/03/2026,1500,2000,1800
Punjab,Tarntaran,"Patti APMC","Green Chilli",Other,Local,12/03/2026,4500,4500,4500
Punjab,Tarntaran,"Patti APMC",Pumpkin,Other,Local,12/03/2026,2500,2500,2500
Uttarakhand,Dehradoon,"Vikasnagar APMC",Papaya,Papaya,Medium,12/03/2026,1400,1600,1600
Uttarakhand,Dehradoon,"Vikasnagar APMC",Tomato,Other,Medium,12/03/2026,1000,1600,1600
Uttarakhand,Dehradoon,"Vikasnagar APMC",Carrot,Carrot,Medium,12/03/2026,800,1000,1000
Punjab,Amritsar,"Rayya APMC","Bhindi(Ladies Finger)",Bhindi,FAQ,12/03/2026,1010,1010,1010
Kerala,Kottayam,"Athirampuzha APMC","Banana - Green","Banana - Green",FAQ,12/03/2026,2400,2600,2500
Kerala,Kottayam,"Athirampuzha APMC","Bitter gourd","Bitter Gourd",FAQ,12/03/2026,4000,4200,4100
Kerala,Kottayam,"Athirampuzha APMC",Beetroot,Beetroot,FAQ,12/03/2026,3000,3200,3100
Kerala,Kottayam,"Athirampuzha APMC",Potato,Potato,FAQ,12/03/2026,2600,2800,2700
Kerala,Kottayam,"Athirampuzha APMC",Onion,Small,FAQ,12/03/2026,3600,3800,3700
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Banana,Karpura,Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,12/03/2026,15000,15000,15000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,2000,2000,2000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,12/03/2026,6500,6500,6500
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,12/03/2026,2600,2600,2600
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,14000,14000,14000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,3000,3600,3300
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,12/03/2026,4000,5000,4500
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Lime,Lime,Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Mashrooms,Mashrooms,Local,12/03/2026,19000,20000,19500
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,12/03/2026,2000,2600,2300
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,12/03/2026,4600,4600,4600
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,2500,2500,2500
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,4600,4600,4600
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,2500,2500,2500
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,12/03/2026,8000,9000,8500
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,15000,15000,15000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,12/03/2026,1600,1600,1600
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,6500,6500,6500
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,12/03/2026,8500,8500,8500
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,12/03/2026,5600,5600,5600
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,12/03/2026,3200,3200,3200
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Tomato,Other,Local,12/03/2026,1600,1600,1600
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,12/03/2026,1500,1500,1500
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,12/03/2026,2600,2600,2600
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,12/03/2026,3600,3600,3600
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,12/03/2026,3500,3500,3500
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,12/03/2026,12500,13500,13000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,4600,4600,4600
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,12/03/2026,1000,1400,1200
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1400,1800,1600
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,1800,1800,1800
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,4600,4600,4600
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,12/03/2026,3600,3600,3600
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,12/03/2026,2000,2400,2200
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,3000,3600,3300
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC","Tamarind Fruit","Tamarind Fruit",Local,12/03/2026,16000,16000,16000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,12/03/2026,2000,2600,2300
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,6000,7000,6500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,12/03/2026,6000,7000,6500
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,12/03/2026,5500,6000,5750
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,12/03/2026,6000,6500,6250
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,12/03/2026,5500,6000,5750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,13000,14000,13500
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,12/03/2026,2800,3500,3150
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,5500,7000,6250
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,12/03/2026,3200,4000,3600
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC",Pineapple,"Pine Apple",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,12/03/2026,4000,4500,4250
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1500,1700,1600
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,9000,10000,9500
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC","Tamarind Fruit","Tamarind Fruit",Local,12/03/2026,13000,14000,13500
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,3500,4000,3750
